Session,Run,Model,Frontend,Framework,Backend,Platform,Target,Cycles,MIPS,Total ROM,Total RAM,ROM read-only,ROM code,ROM misc,RAM data,RAM zero-init data,Features,Config,Postprocesses,Comment
518,0,aww,tflite,tflm,tflmi,mlif,spike,47517926,286.73541696304034,155265,36220,63661,90396,1208,2816,33404,[],"{'tflite.use_inout_data': False, 'tflite.visualize_enable': False, 'tflite.visualize_script': None, 'tflite.split_layers': False, 'tflite.pack_script': None, 'tflmi.arena_size': 32768, 'tflmi.debug_arena': False, 'tflmi.ops': ['CONV_2D', 'DEPTHWISE_CONV_2D', 'AVERAGE_POOL_2D', 'RESHAPE', 'FULLY_CONNECTED', 'SOFTMAX'], 'tflmi.custom_ops': [], 'tflmi.registrations': {}, 'tflmi.ops_resolver': 'mutable', 'tflmi.legacy': False, 'tflm.optimized_kernel': None, 'tflm.optimized_kernel_inc_dirs': [], 'tflm.optimized_kernel_libs': [], 'riscv_gcc.name': 'riscv32-unknown-elf', 'riscv_gcc.variant': 'unknown', 'spike.print_outputs': False, 'spike.repeat': None, 'spike.xlen': 32, 'spike.extensions': ['i', 'm', 'a', 'c'], 'spike.timeout_sec': 0, 'spike.fpu': 'double', 'spike.arch': None, 'spike.abi': None, 'spike.enable_vext': False, 'spike.vext_spec': 1.0, 'spike.embedded_vext': False, 'spike.enable_pext': False, 'spike.pext_spec': 0.92, 'spike.vlen': 0, 'spike.elen': 32, 'spike.spikepk_extra_args': [], 'spike.end_to_end_cycles': False, 'mlif.num_threads': 8, 'mlif.optimize': '3', 'mlif.toolchain': 'gcc', 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.ignore_data': True, 'mlif.fail_on_error': False, 'mlif.prebuild_lib_path': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.debug_symbols': False, 'mlif.verbose_makefile': False}",[],-
518,1,vww,tflite,tflm,tflmi,mlif,spike,123961960,344.68334483031475,428763,134536,337301,90254,1208,2828,131708,[],"{'tflite.use_inout_data': False, 'tflite.visualize_enable': False, 'tflite.visualize_script': None, 'tflite.split_layers': False, 'tflite.pack_script': None, 'tflmi.arena_size': 131072, 'tflmi.debug_arena': False, 'tflmi.ops': ['CONV_2D', 'DEPTHWISE_CONV_2D', 'AVERAGE_POOL_2D', 'RESHAPE', 'FULLY_CONNECTED', 'SOFTMAX'], 'tflmi.custom_ops': [], 'tflmi.registrations': {}, 'tflmi.ops_resolver': 'mutable', 'tflmi.legacy': False, 'tflm.optimized_kernel': None, 'tflm.optimized_kernel_inc_dirs': [], 'tflm.optimized_kernel_libs': [], 'riscv_gcc.name': 'riscv32-unknown-elf', 'riscv_gcc.variant': 'unknown', 'spike.print_outputs': False, 'spike.repeat': None, 'spike.xlen': 32, 'spike.extensions': ['i', 'm', 'a', 'c'], 'spike.timeout_sec': 0, 'spike.fpu': 'double', 'spike.arch': None, 'spike.abi': None, 'spike.enable_vext': False, 'spike.vext_spec': 1.0, 'spike.embedded_vext': False, 'spike.enable_pext': False, 'spike.pext_spec': 0.92, 'spike.vlen': 0, 'spike.elen': 32, 'spike.spikepk_extra_args': [], 'spike.end_to_end_cycles': False, 'mlif.num_threads': 8, 'mlif.optimize': '3', 'mlif.toolchain': 'gcc', 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.ignore_data': True, 'mlif.fail_on_error': False, 'mlif.prebuild_lib_path': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.debug_symbols': False, 'mlif.verbose_makefile': False}",[],-
518,2,resnet,tflite,tflm,tflmi,mlif,spike,155009373,342.8559851475677,199501,68992,102493,95800,1208,2820,66172,[],"{'tflite.use_inout_data': False, 'tflite.visualize_enable': False, 'tflite.visualize_script': None, 'tflite.split_layers': False, 'tflite.pack_script': None, 'tflmi.arena_size': 65536, 'tflmi.debug_arena': False, 'tflmi.ops': ['CONV_2D', 'ADD', 'AVERAGE_POOL_2D', 'RESHAPE', 'FULLY_CONNECTED', 'SOFTMAX'], 'tflmi.custom_ops': [], 'tflmi.registrations': {}, 'tflmi.ops_resolver': 'mutable', 'tflmi.legacy': False, 'tflm.optimized_kernel': None, 'tflm.optimized_kernel_inc_dirs': [], 'tflm.optimized_kernel_libs': [], 'riscv_gcc.name': 'riscv32-unknown-elf', 'riscv_gcc.variant': 'unknown', 'spike.print_outputs': False, 'spike.repeat': None, 'spike.xlen': 32, 'spike.extensions': ['i', 'm', 'a', 'c'], 'spike.timeout_sec': 0, 'spike.fpu': 'double', 'spike.arch': None, 'spike.abi': None, 'spike.enable_vext': False, 'spike.vext_spec': 1.0, 'spike.embedded_vext': False, 'spike.enable_pext': False, 'spike.pext_spec': 0.92, 'spike.vlen': 0, 'spike.elen': 32, 'spike.spikepk_extra_args': [], 'spike.end_to_end_cycles': False, 'mlif.num_threads': 8, 'mlif.optimize': '3', 'mlif.toolchain': 'gcc', 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.ignore_data': True, 'mlif.fail_on_error': False, 'mlif.prebuild_lib_path': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.debug_symbols': False, 'mlif.verbose_makefile': False}",[],-
518,3,toycar,tflite,tflm,tflmi,mlif,spike,3390119,154.695972259495,350782,19392,280864,68710,1208,2588,16804,[],"{'tflite.use_inout_data': False, 'tflite.visualize_enable': False, 'tflite.visualize_script': None, 'tflite.split_layers': False, 'tflite.pack_script': None, 'tflmi.arena_size': 16384, 'tflmi.debug_arena': False, 'tflmi.ops': ['FULLY_CONNECTED'], 'tflmi.custom_ops': [], 'tflmi.registrations': {}, 'tflmi.ops_resolver': 'mutable', 'tflmi.legacy': False, 'tflm.optimized_kernel': None, 'tflm.optimized_kernel_inc_dirs': [], 'tflm.optimized_kernel_libs': [], 'riscv_gcc.name': 'riscv32-unknown-elf', 'riscv_gcc.variant': 'unknown', 'spike.print_outputs': False, 'spike.repeat': None, 'spike.xlen': 32, 'spike.extensions': ['i', 'm', 'a', 'c'], 'spike.timeout_sec': 0, 'spike.fpu': 'double', 'spike.arch': None, 'spike.abi': None, 'spike.enable_vext': False, 'spike.vext_spec': 1.0, 'spike.embedded_vext': False, 'spike.enable_pext': False, 'spike.pext_spec': 0.92, 'spike.vlen': 0, 'spike.elen': 32, 'spike.spikepk_extra_args': [], 'spike.end_to_end_cycles': False, 'mlif.num_threads': 8, 'mlif.optimize': '3', 'mlif.toolchain': 'gcc', 'mlif.print_outputs': False, 'mlif.debug': False, 'mlif.build_dir': None, 'mlif.ignore_data': True, 'mlif.fail_on_error': False, 'mlif.prebuild_lib_path': None, 'mlif.input_data_path': None, 'mlif.output_data_path': None, 'mlif.mem_only': False, 'mlif.debug_symbols': False, 'mlif.verbose_makefile': False}",[],-
